0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
5.2,BoneHRepeat,130,-10,200,1,300,4,183
0,BoneHRepeat,330,650,200,3,300,4,183
4.3,SineBones,80,-24,400,25,,,,
0,SineBones,80,24,400,25,,,,
4.999,HeartMode,1,,,,,,,
0,Sound,Ding,,,,,,,
0.3,SansBody,HandUp,,,,,,,
0,sansslam,3,,,,,,,
0.2,BoneStab,3,43,0.3,999,,,
0.1,SansBody,HandDown,,,,,,,
0,sansslam,1,,,,,,,
0.2,BoneStab,1,43,0.4,0.6,,,,
0.1,HeartMode,1,,,,,,,
0.54,blackscreen,1,,,,,,
0,sound,ding,,,
0,sound,flash,,,
0.5,blackscreen,0,,,,,,,
0,CombatZoneResize,239,226,404,391,TLResume,,
0,HeartTeleport,320,376,,,,,
0,HeartMode,1,,,,,,
0,TLPause,,,,,,,
0,sansslam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0.2,BoneStab,3,35,0.3,9999,,,,
1,sansslam,2,,,,,,,
0,SansBody,HandLeft,,,,,,,
0,BoneStab,2,35,0.3,9999,,,,
1,sansslam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,35,0.3,9999,,,,
0.1,SansSlam,0,,,,,,,
0,BoneStab,0,35,0.3,9999,,,,
0,HeartMode,0,,,,,,,
0,Sound,Ding,,,,,,,
0,DamagePlayer,-51,1,,,,,
3.8,GasterBlaster,0,0,240,320,240,0,0.5,0.3
0,GasterBlaster,0,640,240,320,240,180,0.5,0.3
0,GasterBlaster,0,320,0,320,240,90,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0,GasterBlaster,0,640,240,320,240,180,0.5,0.3
0,GasterBlaster,0,640,480,320,240,225,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0,GasterBlaster,0,320,0,320,240,90,0.5,0.3
0,GasterBlaster,0,640,480,320,240,225,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,320,480,320,240,270,0.5,0.3
0,GasterBlaster,0,0,0,320,240,45,0.5,0.3
0,GasterBlaster,0,640,0,320,240,135,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0,GasterBlaster,0,640,240,320,240,180,0.5,0.3
0,GasterBlaster,0,320,0,320,240,90,0.5,0.3
0,GasterBlaster,0,320,480,320,240,270,0.5,0.3
0,GasterBlaster,0,0,0,320,240,45,0.5,0.3
0,GasterBlaster,0,640,0,320,240,135,0.5,0.3
0,GasterBlaster,0,640,480,320,240,225,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0,GasterBlaster,0,320,0,320,240,90,0.5,0.3
0,GasterBlaster,0,640,480,320,240,225,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
3,EndAttack,,,,,,,
