0.15,GasterBlaster,1,0,0,186,371,337.5,0,0
0.5,GasterBlaster,1,0,0,191,436,315,0,0
0.25,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.25,GasterBlaster,1,0,0,386,171,112.5,0,0
0.15,GasterBlaster,1,0,0,321,166,90,0,0
0.15,GasterBlaster,1,0,0,256,171,67.5,0,0
0.25,GasterBlaster,1,0,0,191,176,45,0,0
0.15,GasterBlaster,1,0,0,186,241,22.5,0,0
0.15,GasterBlaster,1,0,0,181,306,0,0,0
0.5,GasterBlaster,1,0,0,186,371,337.5,0,0
0.25,GasterBlaster,1,0,0,191,436,315,0,0
0.5,GasterBlaster,1,0,0,451,176,135,0,0
0.25,GasterBlaster,1,0,0,386,171,112.5,0,0
0.25,GasterBlaster,1,0,0,321,166,90,0,0
0.15,GasterBlaster,1,0,0,256,171,67.5,0,0
0.25,GasterBlaster,1,0,0,191,176,45,0,0
0.15,GasterBlaster,1,0,0,321,451,270,0,0
0.15,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.15,GasterBlaster,1,0,0,451,436,225,0,0
0.15,GasterBlaster,1,0,0,450,371,202.5,0,0
0.25,GasterBlaster,1,0,0,449,306,180,0,0
0.15,GasterBlaster,1,0,0,450,241,157.5,0,0
0.15,GasterBlaster,1,0,0,321,446,270,0.4,0.1
0.2,GasterBlaster,1,0,0,321,126,90,0.4,0.1
0.3,GasterBlaster,1,0,0,166,304,0,0.4,0.1
0.4,GasterBlaster,1,0,0,486,304,180,0.4,0.1
0.25,GasterBlaster,1,0,0,186,241,22.5,0,0
0.125,GasterBlaster,1,0,0,181,306,0,0,0
0.125,GasterBlaster,1,0,0,186,371,337.5,0,0
0.125,GasterBlaster,1,0,0,191,436,315,0,0
8.5,BlackScreen,1,,,,,,,
0.6,BlackScreen,0,,,,,,,
0,SansSlamDamage,1,,
0,SansHead,noeyes,,
0,SansBody,shrug,,
0,SansText,i dont need hands to kill         you!!!!!!,,
0,SansSlam,2,,
0.5,SansSlam,0,,
0.5,SansSlam,1,,
0.5,SansSlam,3,,
0.5,SansSlam,1,,
0.2,SansSlam,0,,
0.2,SansSlam,1,,
0.1,SansSlam,3,,
0.1,SansSlam,2,,
0.1,SansSlam,1,,
0.1,SansSlam,0,,
0.7,GasterBlaster,1,0,0,191,246,0,0.4,0.1
0,GasterBlaster,1,0,0,259,166,90,0.4,0.1
0,GasterBlaster,1,0,0,449,366,180,0.4,0.1
0,GasterBlaster,1,0,0,379,446,270,0.4,0.1
3,SansBody,HandDown,,,,,
0.066,SansSlam,1,,,,,
0,Sound,Flash,,,,,,,
0,SansAnimation,default,,
0,SansBody,default,,
4,BlackScreen,1,,,,,,,
0.6,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0,SansBody,HandDown,,,,,,,
0,HeartMode,1,,
0,SansSlam,1,,
0,SansHead,LookLeft,,,,,,,
0.2,BoneStab,1,55,0.6,0.2,,,,,,
0,SansText,for good measure.,,,
1.9,EndAttack,,,,,,,,
